Orthogroup,overlaps,acidithiobacillus_ferrooxidans,acidithiobacillus_thiooxidans,burkholderia_pseudomallei,e_coli,l_ferriphilum.gbk,leptospirillum_ferrooxidans,pseudomonas_aeruginosa_pao1,s_maltophilia,shewanella_oneidensis,MEGAHIT-AR1_L2.36,MEGAHIT-AR2_L2.57,MEGAHIT-AR3_L2.6,MEGAHIT-AR4_L2.41,acidihalobacter_aeolianus,acidihalobacter_ferrooxydans,acidihalobacter_prosperus,acidihalobacter_yilgarnensis,acidithiobacillus_ferrooxidans_counts,acidithiobacillus_thiooxidans_counts,burkholderia_pseudomallei_counts,e_coli_counts,l_ferriphilum.gbk_counts,leptospirillum_ferrooxidans_counts,pseudomonas_aeruginosa_pao1_counts,s_maltophilia_counts,shewanella_oneidensis_counts,MEGAHIT-AR1_L2.36_counts,MEGAHIT-AR2_L2.57_counts,MEGAHIT-AR3_L2.6_counts,MEGAHIT-AR4_L2.41_counts,acidihalobacter_aeolianus_counts,acidihalobacter_ferrooxydans_counts,acidihalobacter_prosperus_counts,acidihalobacter_yilgarnensis_counts
OG0001765,1,,,,,,,,,WP_164925736.1,IEKBFFFE_03715,OIDPMNJM_05039,LNLMDAFO_00244,,AOV16189.1,,OBS09607.1,AOU97060.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
OG0001790,3,,WP_226825993.1,,,"LFTS_00739, LFTS_02310",,,,,,,,,AOV17901.1,,OBS09055.1,,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
OG0001791,1,,,,,,,,,WP_011070672.1,,,,,AOV17926.1,APZ42134.1,OBS09084.1,AOU99016.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
OG0001792,2,,,,,LFTS_01246,,NP_251752.1,,,,,,,,APZ43394.1,OBS08495.1,AOU97140.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
OG0001794,1,,,,,,,,,WP_011072178.1,,,,,,,OBS07995.1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
OG0001802,1,,,,,,,,,WP_011072455.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001804,1,,,,,,,,WP_005408039.1,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001818,1,,,,,,,,,WP_011073138.1,IEKBFFFE_00320,OIDPMNJM_02151,LNLMDAFO_02917,,AOV16657.1,APZ43035.1,OBS09786.1,AOU98440.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001825,1,WP_012535988.1,,,,,,,,,IEKBFFFE_00637,OIDPMNJM_01125,LNLMDAFO_03193,,AOV18618.1,APZ44132.1,OBS08561.1,"AOU97194.1, AOU98301.1",1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,2
OG0001832,1,,,,,,,,,WP_011074054.1,IEKBFFFE_00760,OIDPMNJM_00093,LNLMDAFO_00417,,,,OBS09259.1,AOU99132.1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
OG0001865,1,,,,,LFTS_00538,,,,,IEKBFFFE_01912,OIDPMNJM_03650,LNLMDAFO_00964,,AOV16841.1,APZ42978.1,,"AOU97349.1, AOU97350.1",0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,2
OG0001881,1,,,,,,,,WP_005414935.1,,IEKBFFFE_02564,OIDPMNJM_01622,LNLMDAFO_00211,,,,OBS10822.1,AOU98069.1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
OG0001900,1,,,,,,,NP_253799.1,,,IEKBFFFE_02998,OIDPMNJM_00760,LNLMDAFO_02580,,,APZ44197.1,,,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0
OG0001902,1,,,,,,,,,WP_011072491.1,IEKBFFFE_03069,OIDPMNJM_01012,LNLMDAFO_01487,,AOV17536.1,APZ43927.1,OBS09946.1,AOU98609.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001910,1,,,,,,,,,WP_011072305.1,IEKBFFFE_03192,OIDPMNJM_04143,LNLMDAFO_03093,KPCADNOF_02804,AOV16572.1,APZ42333.1,OBS08834.1,AOU97407.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001943,1,WP_009561017.1,,,,,,,,,,,,,AOV16232.1,APZ42301.1,OBS08432.1,AOU97087.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
OG0001947,1,,,,,,,,,WP_011072793.1,,,,,AOV18392.1,APZ42303.1,OBS08430.1,AOU99493.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
OG0001948,1,,,,,,,,,WP_011072832.1,,,,,AOV18490.1,APZ43177.1,OBS10973.1,AOU97875.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
OG0001972,1,,,,,LFTS_00547,,,,,"IEKBFFFE_00181, IEKBFFFE_00689",OIDPMNJM_04197,LNLMDAFO_00101,,,"APZ43081.1, APZ44561.1",,,0,0,0,0,1,0,0,0,0,2,1,1,0,0,2,0,0
OG0001975,1,,,,,,,,,WP_011070868.1,IEKBFFFE_00266,OIDPMNJM_01492,LNLMDAFO_01556,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
OG0001982,2,,,,,LFTS_00528,,NP_250928.1,,,IEKBFFFE_00377,OIDPMNJM_04069,LNLMDAFO_01360,,,"APZ43473.1, APZ43490.1",,AOU98529.1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2,0,1
OG0001983,1,,,,,LFTS_00536,,,,,IEKBFFFE_00378,OIDPMNJM_04070,LNLMDAFO_01361,,AOV16820.1,APZ43489.1,,AOU98528.1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1
OG0002000,1,,,,,LFTS_01328,,,,,IEKBFFFE_00857,OIDPMNJM_03935,LNLMDAFO_01202,,AOV16417.1,,OBS10124.1,AOU98796.1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1
OG0002036,1,,,,,,,,,WP_011073196.1,IEKBFFFE_01756,OIDPMNJM_02541,LNLMDAFO_01642,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
OG0002048,1,,,,,,,,,WP_011071921.1,IEKBFFFE_02002,OIDPMNJM_03309,LNLMDAFO_03384,,,APZ43217.1,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
OG0002070,2,,,,,,,NP_251324.1,,WP_011071671.1,IEKBFFFE_02535,OIDPMNJM_01593,LNLMDAFO_00182,,,,,,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
OG0002101,1,WP_009564939.1,,,,,,,,,IEKBFFFE_03087,OIDPMNJM_01030,LNLMDAFO_01505,,AOV17523.1,APZ43911.1,OBS09928.1,AOU98593.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0002128,1,,,,WP_000271153.1,,,,,,,OIDPMNJM_02242,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
OG0002153,1,,,,,,,,,WP_011072250.1,,,,,AOV15809.1,,,AOU97955.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
OG0002159,1,WP_012537511.1,,,,,,,,,,,,,AOV16843.1,,,AOU97825.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
OG0002181,1,WP_009567689.1,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0002202,1,,,,,,,,,WP_011073531.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0002203,1,,,,,,,,,WP_011072660.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0002204,2,,,,,,,,WP_012478924.1,WP_164925698.1,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
OG0002229,1,,,,,,,,,WP_011073653.1,IEKBFFFE_00499,OIDPMNJM_04731,LNLMDAFO_01096,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
OG0002247,1,,,,,,,NP_253044.1,,,IEKBFFFE_01351,OIDPMNJM_05171,LNLMDAFO_03131,,AOV16276.1,,OBS08481.1,AOU97128.1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
OG0002248,2,WP_009567595.1,,,,,,,,WP_164925611.1,IEKBFFFE_01364,OIDPMNJM_01416,LNLMDAFO_01845,,,,,,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
OG0002277,2,,,,,,,,WP_044570577.1,WP_011072543.1,IEKBFFFE_01869,OIDPMNJM_02562,LNLMDAFO_00080,,,APZ43674.1,,,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
OG0002297,1,,,,,,,,,WP_011070545.1,IEKBFFFE_02453,OIDPMNJM_03842,LNLMDAFO_00468,,,APZ44181.1,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
OG0002304,1,,,,,,,,,WP_011072520.1,IEKBFFFE_02534,OIDPMNJM_01592,LNLMDAFO_00181,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
OG0002324,1,,,,,,,,,WP_011072821.1,IEKBFFFE_03251,OIDPMNJM_02769,LNLMDAFO_02767,,,APZ41766.1,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
OG0002351,1,WP_012536301.1,,,,,,,,,,,,KPCADNOF_00471,,,OBS08319.1,AOU96699.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
OG0002354,1,WP_012536772.1,,,,,,,,,,,,KPCADNOF_00803,AOV16813.1,APZ42440.1,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
OG0002358,2,,,,,,,,,"WP_011071449.1, WP_238560509.1",,,,KPCADNOF_01660,,,,,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
OG0002359,1,,,,,,WP_014449633.1,,,,,,,KPCADNOF_01793,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
OG0002363,2,,,,,,,,,"WP_011073033.1, WP_011073393.1",,,,KPCADNOF_03609,,,,,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
OG0002369,1,WP_012607586.1,,,,,,,,,,,,,AOV16844.1,,,AOU97826.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
OG0002378,1,,,,,LFTS_02311,,,,,,,,,AOV17900.1,,OBS09053.1,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
OG0002387,2,,,,,LFTS_01242,,NP_251749.1,,,,,,,,APZ43397.1,OBS08492.1,AOU97137.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
OG0002404,1,,,,,,,,,WP_011072706.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0002409,1,,,,,LFTS_01633,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OG0002415,2,,,,,,,,,"WP_011073417.1, WP_011074246.1",,,,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OG0002419,1,,,,,,,,,WP_164925667.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0002421,1,,,,WP_000943459.1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0002429,1,WP_012606628.1,,,,,,,,,IEKBFFFE_00006,OIDPMNJM_03666,LNLMDAFO_02724,,,APZ44052.1,OBS10229.1,,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
OG0002465,1,,,,,,,,,WP_011072223.1,IEKBFFFE_00865,OIDPMNJM_03927,LNLMDAFO_01210,,,APZ41829.1,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
OG0002596,2,,,,,,WP_014449664.1,,,WP_011071073.1,,,,KPCADNOF_00907,,APZ43679.1,,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
OG0002625,1,,,,,,,,,WP_011072767.1,,,,,AOV15787.1,,OBS09463.1,AOU99321.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
OG0002647,1,,,,,LFTS_00541,,,,,,,,,AOV17568.1,APZ42830.1,,AOU98649.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
OG0002656,1,,,,,LFTS_02306,,,,,,,,,AOV18633.1,,OBS09054.1,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
OG0002662,1,,,,,,WP_014449925.1,,,,,,,,,APZ44550.1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
OG0002668,1,,,,,,,,,WP_011070638.1,,,,,,,OBS09315.1,AOU99196.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
OG0002673,2,,,,,LFTS_01394,,,,WP_011071884.1,,,,,,,,AOU98076.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
OG0002684,1,,,,,,,,,WP_011070948.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0002692,1,,,,,,,,,WP_011073719.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0002703,1,,,,,,,,,WP_011073375.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0002704,1,,,,,,,,,WP_011071122.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0002711,1,,,,,,,NP_251629.1,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0002734,1,,,,,,,,,WP_011071245.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0002790,1,,,,,,,,,WP_011073563.1,IEKBFFFE_01770,OIDPMNJM_02527,LNLMDAFO_01628,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
OG0002875,1,,,,,,,,,WP_011072817.1,,,,KPCADNOF_00191,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OG0002888,1,,,,,,,,,WP_011072947.1,,,,KPCADNOF_01318,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OG0002942,1,WP_012537420.1,,,,,,,,,,,,,AOV18453.1,,OBS09859.1,AOU98498.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
OG0002945,1,WP_012537514.1,,,,,,,,,,,,,AOV18576.1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OG0002961,1,,,,,LFTS_00540,,,,,,,,,,APZ43475.1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
OG0002975,1,WP_009564531.1,,,,,,,,,,,,,,,,AOU98640.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OG0002982,5,,"WP_010637205.1, WP_010638829.1, WP_010642447.1, WP_024894321.1, WP_029315981.1",,,,,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0002986,1,WP_225981805.1,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0003003,1,,,WP_004190450.1,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0003010,2,,,,,,,NP_253961.1,,WP_011072033.1,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
OG0003020,1,,,,,,,,WP_005411270.1,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0003026,1,,,,,,,,WP_005408038.1,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0003030,1,,,,,,,,,WP_011071320.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003038,1,,,,,,,,,WP_011072452.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003059,1,,,,,,,,,WP_011072654.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003074,1,,,,,,,,,WP_011070546.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003085,2,,,,,,,,,"WP_011071328.1, WP_011073664.1",,,,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OG0003110,1,,,,,,,,,WP_011073278.1,IEKBFFFE_00535,OIDPMNJM_05129,LNLMDAFO_00997,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
OG0003149,1,,,,,,,,,WP_011070863.1,IEKBFFFE_01876,OIDPMNJM_02569,LNLMDAFO_00087,,,,OBS07991.1,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
OG0003159,1,,,,,,,,,WP_011073652.1,IEKBFFFE_02093,OIDPMNJM_03993,LNLMDAFO_00924,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
OG0003172,1,,,,,,,,,WP_011073378.1,IEKBFFFE_02443,OIDPMNJM_03832,LNLMDAFO_00478,,,APZ44173.1,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
OG0003215,1,,,,,,,,,WP_011072342.1,,OIDPMNJM_04087,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
OG0003216,1,,,,,,,,,WP_011072585.1,,OIDPMNJM_04183,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
OG0003225,1,,,,,,,,,WP_011071090.1,,,,KPCADNOF_00352,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OG0003227,1,,,,,,,,,WP_011072242.1,,,,KPCADNOF_00414,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OG0003233,1,,,,,LFTS_01564,,,,,,,,KPCADNOF_00638,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
OG0003294,1,WP_009562377.1,,,,,,,,,,,,,AOV17024.1,APZ43990.1,OBS10853.1,AOU98031.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
OG0003308,1,,,,,,,,,WP_011073226.1,,,,,AOV18111.1,,OBS08151.1,AOU96825.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
OG0003323,2,,WP_157999059.1,,,,,NP_251751.1,,,,,,,,APZ43395.1,OBS08494.1,AOU97139.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
OG0003324,1,,,,,,,NP_251750.1,,,,,,,,APZ43396.1,OBS08493.1,AOU97138.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
OG0003341,1,,,,,,,,,WP_011071920.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003352,1,WP_012536136.1,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0003357,1,WP_012536905.1,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0003358,1,WP_012536923.1,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0003374,2,,"WP_010639905.1, WP_010640032.1",,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0003384,1,,,,,,,,,WP_011071495.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003442,1,,,,,,,,,WP_011072704.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003452,1,,,,,,,NP_252479.1,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0003466,1,,,,,,,NP_249125.1,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0003468,1,,,,,,,NP_253398.1,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0003471,1,,,,WP_000066547.1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0003476,1,,,,,,,,,WP_172966546.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003489,1,,,,,,,,,WP_011070417.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003510,1,,,,,,,,,WP_011070790.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003518,1,,,,,LFTS_00543,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OG0003530,1,,,,,,,,,WP_011072546.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003534,1,,,,,,,NP_253364.1,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0003542,2,,,,,,,,,"WP_011070787.1, WP_011073607.1",,,,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OG0003546,1,,,,,,,,,WP_011072671.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003555,1,,,,,,,,,WP_011071271.1,IEKBFFFE_00288,OIDPMNJM_00223,LNLMDAFO_02885,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
OG0003703,1,,,,,,,,,WP_011073016.1,,OIDPMNJM_02245,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
OG0003720,1,,,,,,,,,WP_011073358.1,,OIDPMNJM_04251,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
OG0003732,1,,,,,,,,,WP_011072130.1,,,,KPCADNOF_00103,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OG0003734,1,,,,,,,,,WP_011071446.1,,,,KPCADNOF_00177,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OG0003757,1,,,,,,,,,WP_011072728.1,,,,"KPCADNOF_00784, KPCADNOF_01110",,,,,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
OG0003774,1,,,,,,,,,WP_011071586.1,,,,KPCADNOF_01163,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OG0003776,1,,,,,,,,WP_012478770.1,,,,,KPCADNOF_01427,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
OG0003780,1,,,,,,,,,WP_011073919.1,,,,KPCADNOF_01486,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OG0003800,1,,,,,,,,,WP_011072701.1,,,,KPCADNOF_02187,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OG0003808,1,,,,,,,,,WP_011073504.1,,,,KPCADNOF_02611,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OG0003821,1,,,,,LFTS_01346,,,,,,,,KPCADNOF_03084,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
OG0003837,1,,,,,LFTS_00535,,,,,,,,KPCADNOF_03874,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
OG0003858,1,,,,,,,,,WP_011071011.1,,,,,AOV16289.1,,OBS08506.1,AOU97150.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
OG0003868,1,,,,,,,,,WP_011072322.1,,,,,AOV16796.1,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
OG0003880,1,WP_012537503.1,,,,,,,,,,,,,AOV17475.1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OG0003886,1,,,,,LFTS_00736,,,,,,,,,AOV17902.1,,OBS09056.1,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
OG0003940,1,,,,,LFTS_01303,,,,,,,,,,APZ43811.1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
OG0003950,1,WP_009562800.1,,,,,,,,,,,,,,,OBS08309.1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OG0003970,1,,,,,,,,,WP_011074096.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003971,1,,,,,,,,,WP_011073832.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003980,2,WP_012535796.1,,,,,,,,WP_011071825.1,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0003991,1,,,,,LFTS_02331,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OG0003996,1,,,,,LFTS_01308,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OG0004008,1,,,,,,,,,WP_011071096.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004033,1,,,,,LFTS_01721,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OG0004067,1,,,,,,,,,WP_011072312.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004074,1,,,,,,,,WP_044569511.1,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0004083,1,,,,,,,,,WP_011072329.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004087,2,,,"WP_004526781.1, WP_004526782.1",,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0004111,1,,,,,,,,,WP_011071820.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004124,1,,,,,,,NP_249313.1,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0004144,1,,,,,LFTS_00738,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OG0004148,1,,,,,LFTS_01323,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OG0004167,1,,,,,LFTS_02426,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OG0004172,1,,,,,LFTS_00565,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OG0004203,1,,,,,,,,,WP_011071445.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004243,1,,,,,,,,,WP_011070788.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004252,1,,,,,,,,,WP_011072577.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004267,1,,,,,,,,,WP_011071104.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004270,1,,,,,,,,,WP_011071770.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004296,1,,,,,,,,,WP_164925700.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004300,1,,,,,,,,,WP_011071899.1,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0004729,1,,,,,,,,,WP_011071448.1,,,,KPCADNOF_00176,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
