Orthogroup	MEGAHIT-AR1_L2.36	MEGAHIT-AR2_L2.57	MEGAHIT-AR3_L2.6	MEGAHIT-AR4_L2.41	acidihalobacter_aeolianus	acidihalobacter_ferrooxydans	acidihalobacter_prosperus	acidihalobacter_yilgarnensis	acidithiobacillus_ferrooxidans	acidithiobacillus_thiooxidans	burkholderia_pseudomallei	e_coli	l_ferriphilum.gbk	leptospirillum_ferriphilum	leptospirillum_ferrooxidans	pseudomonas_aeruginosa_pao1	s_maltophilia	shewanella_oneidensis	stenotrophomonas_maltophilia
OG0005958																NP_252638.1	WP_012479719.1		WP_012479719.1
OG0005959																NP_252792.1	WP_012479414.1		WP_012479414.1
OG0005960																NP_252796.1	WP_012479417.1		WP_012479417.1
OG0005961																NP_252807.1	WP_012479586.1		WP_012479586.1
OG0005962																NP_252808.1	WP_012479999.1		WP_012479999.1
OG0005963																NP_252872.1	WP_005410044.1		WP_005410044.1
OG0005964																NP_252894.1	WP_012480000.1		WP_012480000.1
OG0005965																NP_253014.1	WP_005410894.1		WP_005410894.1
OG0005966																NP_253030.1, NP_253035.1		WP_011072802.1	
OG0005967																NP_253080.1, NP_253081.1		WP_238560538.1	
OG0005968																NP_253272.1	WP_005411579.1		WP_005411579.1
OG0005969																NP_253274.1	WP_005411529.1		WP_005411529.1
OG0005970																NP_253393.1	WP_012480595.1		WP_012480595.1
OG0005971																NP_253479.1, NP_253481.1		WP_011073213.1	
OG0005972																NP_253564.1	WP_012480990.1		WP_012480990.1
OG0005973																NP_253567.1	WP_005410647.1		WP_005410647.1
OG0005974																NP_253575.1	WP_005413710.1		WP_005413710.1
OG0005975																NP_253711.2	WP_005411317.1		WP_005411317.1
OG0005976																NP_253749.1	WP_005417302.1		WP_005417302.1
OG0005977																NP_253800.1	WP_012481129.1		WP_012481129.1
OG0005978																NP_253801.1	WP_012481130.1		WP_012481130.1
OG0005979																NP_253824.1, NP_253825.1, NP_253826.1			
OG0005980																NP_253909.1	WP_010482929.1		WP_010482929.1
OG0005981																NP_253957.1		WP_011070470.1, WP_011071482.1	
OG0005982																NP_253986.1	WP_012481137.1		WP_012481137.1
OG0005983																NP_254080.1	WP_044569760.1		WP_044569760.1
OG0005984																NP_254131.1	WP_012480385.1		WP_012480385.1
OG0005985																NP_254151.1	WP_012480058.1		WP_012480058.1
OG0005986																NP_254155.1	WP_012481220.1		WP_012481220.1
OG0005987																YP_008719779.1	WP_005408153.1		WP_005408153.1
OG0005988																	WP_005407483.1	WP_011071847.1	WP_005407483.1
OG0005989																	WP_005408003.1	WP_011070677.1	WP_005408003.1
OG0005990																	WP_005408419.1	WP_011071420.1	WP_005408419.1
OG0005991																	WP_005408420.1	WP_164925836.1	WP_005408420.1
OG0005992																	WP_005408718.1	WP_011072522.1	WP_005408718.1
OG0005993																	WP_005410240.1	WP_011071744.1	WP_005410240.1
OG0005994																	WP_005410577.1	WP_011070429.1	WP_005410577.1
OG0005995																	WP_005410621.1	WP_011072459.1	WP_005410621.1
OG0005996																	WP_005411119.1	WP_011073486.1	WP_005411119.1
OG0005997																	WP_005411718.1	WP_011072944.1	WP_005411718.1
OG0005998																	WP_005413373.1	WP_011072365.1	WP_005413373.1
OG0005999																	WP_005414066.1	WP_011070804.1	WP_005414066.1
OG0006000																	WP_005414366.1	WP_011071181.1	WP_005414366.1
OG0006001																	WP_005414539.1	WP_011073483.1	WP_005414539.1
OG0006002																	WP_005414874.1	WP_011074024.1	WP_005414874.1
OG0006003																	WP_005415112.1	WP_011071089.1	WP_005415112.1
OG0006004																	WP_012478653.1	WP_011072041.1	WP_012478653.1
OG0006005																	WP_012478681.1	WP_011071846.1	WP_012478681.1
OG0006006																	WP_012478688.1	WP_164925883.1	WP_012478688.1
OG0006007																	WP_012478807.1	WP_011072073.1	WP_012478807.1
OG0006008																	WP_012479027.1	WP_011070894.1	WP_012479027.1
OG0006009																	WP_012479171.1	WP_011071465.1	WP_012479171.1
OG0006010																	WP_012479275.1	WP_011074268.1	WP_012479275.1
OG0006011																	WP_012479381.1	WP_011072426.1	WP_012479381.1
OG0006012																	WP_012479383.1	WP_011072433.1	WP_012479383.1
OG0006013																	WP_012479443.1	WP_011073921.1	WP_012479443.1
OG0006014																	WP_012479496.1	WP_011074367.1	WP_012479496.1
OG0006015																	WP_012479808.1	WP_011072876.1	WP_012479808.1
OG0006016																	WP_012479941.1	WP_011072022.1	WP_012479941.1
OG0006017																	WP_012480151.1	WP_011073348.1	WP_012480151.1
OG0006018																	WP_012480161.1	WP_011072075.1	WP_012480161.1
OG0006019																	WP_012480384.1	WP_011071754.1	WP_012480384.1
OG0006020																	WP_012480514.1	WP_011072248.1	WP_012480514.1
OG0006021																	WP_012480739.1	WP_011074286.1	WP_012480739.1
OG0006022																	WP_012480949.1	WP_011071063.1	WP_012480949.1
OG0006023																	WP_012480952.1	WP_011073605.1	WP_012480952.1
OG0006024																	WP_012481072.1	WP_164925589.1	WP_012481072.1
OG0006025																	WP_012481107.1	WP_011070490.1	WP_012481107.1
OG0006026																	WP_012481275.1	WP_011073350.1	WP_012481275.1
OG0006027																	WP_012481314.1	WP_011073489.1	WP_012481314.1
OG0006028																	WP_012481362.1	WP_011073611.1	WP_012481362.1
OG0006029																	WP_012481491.1	WP_011073951.1	WP_012481491.1
OG0006030																	WP_012481534.1	WP_011072052.1	WP_012481534.1
OG0006031																	WP_012481564.1	WP_011070482.1	WP_012481564.1
OG0006032																	WP_012481578.1	WP_011072532.1	WP_012481578.1
OG0006033																	WP_012481593.1	WP_011071189.1	WP_012481593.1
OG0006034																	WP_012481599.1	WP_011074028.1	WP_012481599.1
OG0006035																	WP_032967007.1	WP_164925870.1	WP_032967007.1
OG0006036																	WP_044569694.1	WP_011073324.1	WP_044569694.1
OG0006037																	WP_044569850.1	WP_011072483.1	WP_044569850.1
OG0006038																	WP_044570396.1	WP_238560547.1	WP_044570396.1
OG0006039																	WP_044570754.1	WP_238560488.1	WP_044570754.1
OG0006040																	WP_044570765.1	WP_011074019.1	WP_044570765.1
OG0006041																	WP_044571213.1	WP_238560578.1	WP_044571213.1
OG0006042																		WP_011070502.1, WP_011072661.1, WP_011073959.1	
OG0006043																		WP_011070580.1, WP_011070581.1, WP_011070582.1	
OG0006044																		WP_011070680.1, WP_011071942.1, WP_011072958.1	
OG0006045																		WP_011071270.1, WP_011071627.1, WP_011074434.1	
OG0006046																		WP_011071645.1, WP_011071646.1, WP_011073635.1	
OG0006047																		WP_011071901.1, WP_011071902.1, WP_011071903.1	
OG0006048																		WP_164925594.1, WP_164925598.1, WP_164925788.1	
OG0006049																		WP_164925603.1, WP_238560556.1, WP_238560612.1	
OG0006050																		WP_164925637.1, WP_164925794.1, WP_238560622.1	
OG0006051	IEKBFFFE_00002	OIDPMNJM_02457																	
OG0006052	IEKBFFFE_00003	OIDPMNJM_02458																	
OG0006053	IEKBFFFE_00244		LNLMDAFO_03175																
OG0006054	IEKBFFFE_00279											WP_000560561.1							
OG0006055	IEKBFFFE_00427	OIDPMNJM_04529																	
OG0006056	IEKBFFFE_00428	OIDPMNJM_04528																	
OG0006057	IEKBFFFE_00429	OIDPMNJM_04527																	
OG0006058	IEKBFFFE_00432	OIDPMNJM_02778																	
OG0006059	IEKBFFFE_00433			KPCADNOF_02831															
OG0006060	IEKBFFFE_00540		LNLMDAFO_01002																
OG0006061	IEKBFFFE_00547	OIDPMNJM_03207																	
OG0006062	IEKBFFFE_00549	OIDPMNJM_03205																	
OG0006063	IEKBFFFE_00550	OIDPMNJM_03204																	
OG0006064	IEKBFFFE_00551	OIDPMNJM_03203																	
OG0006065	IEKBFFFE_00552	OIDPMNJM_03202																	
OG0006066	IEKBFFFE_00553	OIDPMNJM_03201																	
OG0006067	IEKBFFFE_00554	OIDPMNJM_02293																	
OG0006068	IEKBFFFE_00567	OIDPMNJM_04290																	
OG0006069	IEKBFFFE_00596	OIDPMNJM_03742																	
OG0006070	IEKBFFFE_00597	OIDPMNJM_03741																	
OG0006071	IEKBFFFE_00670, IEKBFFFE_00671																		
OG0006072	IEKBFFFE_00676	OIDPMNJM_04503																	
OG0006073	IEKBFFFE_00705																	WP_011071944.1	
OG0006074	IEKBFFFE_00726	OIDPMNJM_02615																	
OG0006075	IEKBFFFE_00747		LNLMDAFO_00230																
OG0006076	IEKBFFFE_00749		LNLMDAFO_03280																
OG0006077	IEKBFFFE_00750		LNLMDAFO_03281																
OG0006078	IEKBFFFE_00751		LNLMDAFO_03282																
OG0006079	IEKBFFFE_00753		LNLMDAFO_03284																
OG0006080	IEKBFFFE_00810	OIDPMNJM_05104																	
OG0006081	IEKBFFFE_00814	OIDPMNJM_05108																	
OG0006082	IEKBFFFE_00900		LNLMDAFO_01269																
OG0006083	IEKBFFFE_01059	OIDPMNJM_02545																	
OG0006084	IEKBFFFE_01060	OIDPMNJM_02546																	
OG0006085	IEKBFFFE_01061	OIDPMNJM_02547																	
OG0006086	IEKBFFFE_01187		LNLMDAFO_01376																
OG0006087	IEKBFFFE_01188	OIDPMNJM_01442																	
OG0006088	IEKBFFFE_01344	OIDPMNJM_01143																	
OG0006089	IEKBFFFE_01348		LNLMDAFO_03134																
OG0006090	IEKBFFFE_01349		LNLMDAFO_03133																
OG0006091	IEKBFFFE_01350		LNLMDAFO_03132																
OG0006092	IEKBFFFE_01493		LNLMDAFO_02401																
OG0006093	IEKBFFFE_01630	OIDPMNJM_00301																	
OG0006094	IEKBFFFE_01631	OIDPMNJM_00300																	
OG0006095	IEKBFFFE_01632	OIDPMNJM_00299																	
OG0006096	IEKBFFFE_01633	OIDPMNJM_00298																	
OG0006097	IEKBFFFE_01691	OIDPMNJM_02077																	
OG0006098	IEKBFFFE_01747	OIDPMNJM_00403																	
OG0006099	IEKBFFFE_01748	OIDPMNJM_00404																	
OG0006100	IEKBFFFE_01752	OIDPMNJM_02017																	
OG0006101	IEKBFFFE_01838		LNLMDAFO_01829																
OG0006102	IEKBFFFE_02084	OIDPMNJM_01919																	
OG0006103	IEKBFFFE_02085	OIDPMNJM_01920																	
OG0006104	IEKBFFFE_02087	OIDPMNJM_01921																	
OG0006105	IEKBFFFE_02157	OIDPMNJM_02292																	
OG0006106	IEKBFFFE_02176	OIDPMNJM_02904																	
OG0006107	IEKBFFFE_02178	OIDPMNJM_02902																	
OG0006108	IEKBFFFE_02201	OIDPMNJM_04680																	
OG0006109	IEKBFFFE_02202	OIDPMNJM_00402																	
OG0006110	IEKBFFFE_02234	OIDPMNJM_04406																	
OG0006111	IEKBFFFE_02244	OIDPMNJM_01293																	
OG0006112	IEKBFFFE_02257	OIDPMNJM_00521																	
OG0006113	IEKBFFFE_02319		LNLMDAFO_00135																
OG0006114	IEKBFFFE_02328										WP_223870524.1								
OG0006115	IEKBFFFE_02333	OIDPMNJM_04825																	
OG0006116	IEKBFFFE_02334	OIDPMNJM_04826																	
OG0006117	IEKBFFFE_02335	OIDPMNJM_04827																	
OG0006118	IEKBFFFE_02341		LNLMDAFO_01931																
OG0006119	IEKBFFFE_02342	OIDPMNJM_00457																	
OG0006120	IEKBFFFE_02345	OIDPMNJM_00460																	
OG0006121	IEKBFFFE_02346	OIDPMNJM_00461																	
OG0006122	IEKBFFFE_02372	OIDPMNJM_02269																	
OG0006123	IEKBFFFE_02494		LNLMDAFO_00427																
OG0006124	IEKBFFFE_02570			KPCADNOF_02509															
OG0006125	IEKBFFFE_02571			KPCADNOF_02508															
OG0006126	IEKBFFFE_02573	OIDPMNJM_00853																	
OG0006127	IEKBFFFE_02616		LNLMDAFO_00662																
OG0006128	IEKBFFFE_02617		LNLMDAFO_00663																
OG0006129	IEKBFFFE_02621	OIDPMNJM_04842																	
OG0006130	IEKBFFFE_02624	OIDPMNJM_04839																	
OG0006131	IEKBFFFE_02693		LNLMDAFO_01926																
OG0006132	IEKBFFFE_02694	OIDPMNJM_00290																	
OG0006133	IEKBFFFE_02722, IEKBFFFE_02723																		
OG0006134	IEKBFFFE_02725			KPCADNOF_02100															
OG0006135	IEKBFFFE_02728, IEKBFFFE_02729																		
OG0006136	IEKBFFFE_02734										WP_004522781.1								
OG0006137	IEKBFFFE_02980	OIDPMNJM_00778																	
OG0006138	IEKBFFFE_03004	OIDPMNJM_00258																	
OG0006139	IEKBFFFE_03005	OIDPMNJM_00259																	
OG0006140	IEKBFFFE_03033	OIDPMNJM_04524																	
OG0006141	IEKBFFFE_03034	OIDPMNJM_01928																	
OG0006142	IEKBFFFE_03035	OIDPMNJM_01926																	
OG0006143	IEKBFFFE_03036	OIDPMNJM_01925																	
OG0006144	IEKBFFFE_03037	OIDPMNJM_01924																	
OG0006145	IEKBFFFE_03041			KPCADNOF_00943															
OG0006146	IEKBFFFE_03123			KPCADNOF_02516															
OG0006147	IEKBFFFE_03143			KPCADNOF_01343															
OG0006148	IEKBFFFE_03224	OIDPMNJM_04243																	
OG0006149	IEKBFFFE_03225	OIDPMNJM_04242																	
OG0006150	IEKBFFFE_03226	OIDPMNJM_04241																	
OG0006151	IEKBFFFE_03259	OIDPMNJM_02343																	
OG0006152	IEKBFFFE_03260	OIDPMNJM_02344																	
OG0006153	IEKBFFFE_03322	OIDPMNJM_04273																	
OG0006154	IEKBFFFE_03358	OIDPMNJM_00196																	
OG0006155	IEKBFFFE_03359	OIDPMNJM_00195																	
OG0006156	IEKBFFFE_03360	OIDPMNJM_00194																	
OG0006157	IEKBFFFE_03405		LNLMDAFO_00989																
OG0006158	IEKBFFFE_03454															NP_249426.1			
OG0006159	IEKBFFFE_03466		LNLMDAFO_01727																
OG0006160	IEKBFFFE_03494	OIDPMNJM_01687																	
OG0006161	IEKBFFFE_03498	OIDPMNJM_04861																	
OG0006162	IEKBFFFE_03519	OIDPMNJM_02448																	
OG0006163	IEKBFFFE_03520	OIDPMNJM_02446																	
OG0006164	IEKBFFFE_03670	OIDPMNJM_01809																	
OG0006165	IEKBFFFE_03672	OIDPMNJM_01811																	
OG0006166	IEKBFFFE_03673	OIDPMNJM_01812																	
OG0006167	IEKBFFFE_03689		LNLMDAFO_01791																
OG0006168	IEKBFFFE_03692	OIDPMNJM_03697																	
OG0006169	IEKBFFFE_03733	OIDPMNJM_01438																	
OG0006170	IEKBFFFE_03734	OIDPMNJM_01439																	
OG0006171	IEKBFFFE_03744	OIDPMNJM_00399																	
OG0006172	IEKBFFFE_03745	OIDPMNJM_00397																	
OG0006173	IEKBFFFE_03774	OIDPMNJM_01758																	
OG0006174	IEKBFFFE_03775	OIDPMNJM_01759																	
OG0006175	IEKBFFFE_03776	OIDPMNJM_01760																	
OG0006176		OIDPMNJM_00001		KPCADNOF_03226															
OG0006177		OIDPMNJM_00023																WP_011071038.1	
OG0006178		OIDPMNJM_00028		KPCADNOF_02677															
OG0006179		OIDPMNJM_00145	LNLMDAFO_00901																
OG0006180		OIDPMNJM_00146	LNLMDAFO_00902																
OG0006181		OIDPMNJM_00147	LNLMDAFO_00903																
OG0006182		OIDPMNJM_00148	LNLMDAFO_00904																
OG0006183		OIDPMNJM_00236, OIDPMNJM_00934																	
OG0006184		OIDPMNJM_00237		KPCADNOF_02403															
OG0006185		OIDPMNJM_00238		KPCADNOF_00148															
OG0006186		OIDPMNJM_00287, OIDPMNJM_03739																	
OG0006187		OIDPMNJM_00366			AOV16899.1														
OG0006188		OIDPMNJM_00382	LNLMDAFO_01023																
OG0006189		OIDPMNJM_00383	LNLMDAFO_01024																
OG0006190		OIDPMNJM_00384	LNLMDAFO_01025																
OG0006191		OIDPMNJM_00420, OIDPMNJM_01139																	
OG0006192		OIDPMNJM_00495		KPCADNOF_00478															
OG0006193		OIDPMNJM_00562		KPCADNOF_02869															
OG0006194		OIDPMNJM_00625		KPCADNOF_03417															
OG0006195		OIDPMNJM_00731, OIDPMNJM_01895																	
OG0006196		OIDPMNJM_00734, OIDPMNJM_03043																	
OG0006197		OIDPMNJM_00972				APZ42569.1													
OG0006198		OIDPMNJM_01070	LNLMDAFO_00780																
OG0006199		OIDPMNJM_01176		KPCADNOF_03375															
OG0006200		OIDPMNJM_01214, OIDPMNJM_01765																	
OG0006201		OIDPMNJM_01228														NP_249904.1			
OG0006202		OIDPMNJM_01231														NP_249906.1			
OG0006203		OIDPMNJM_01232														NP_249905.1			
OG0006204		OIDPMNJM_01259		KPCADNOF_01675															
OG0006205		OIDPMNJM_01307	LNLMDAFO_01569																
OG0006206		OIDPMNJM_01318, OIDPMNJM_01764																	
OG0006207		OIDPMNJM_01356, OIDPMNJM_04259																	
OG0006208		OIDPMNJM_01432, OIDPMNJM_03482																	
OG0006209		OIDPMNJM_01450, OIDPMNJM_04946																	
OG0006210		OIDPMNJM_01473		KPCADNOF_00887															
OG0006211		OIDPMNJM_01475		KPCADNOF_03299															
OG0006212		OIDPMNJM_01585, OIDPMNJM_01587																	
OG0006213		OIDPMNJM_01651, OIDPMNJM_02295																	
OG0006214		OIDPMNJM_01654		KPCADNOF_02680															
OG0006215		OIDPMNJM_01691, OIDPMNJM_02620																	
OG0006216		OIDPMNJM_01692, OIDPMNJM_02619																	
OG0006217		OIDPMNJM_01693, OIDPMNJM_02616																	
OG0006218		OIDPMNJM_01705	LNLMDAFO_00544																
OG0006219		OIDPMNJM_01852		KPCADNOF_03033															
OG0006220		OIDPMNJM_01998, OIDPMNJM_04048																	
